,work_year,employment_type,salary,salary_currency,salary_in_usd,employee_residence,remote_ratio,company_location,job_title,experience_level,company_size
8693,2023,FT,118800,USD,118800,US,100,US,BI Analyst,Senior,Medium
8694,2023,FT,75000,USD,75000,US,100,US,BI Analyst,Senior,Medium
8695,2023,FT,159350,USD,159350,US,0,US,Machine Learning Engineer,Senior,Medium
8696,2023,FT,130100,USD,130100,US,0,US,Machine Learning Engineer,Senior,Medium
8697,2023,FT,262000,USD,262000,US,100,US,Data Scientist,Senior,Medium
8698,2023,FT,245000,USD,245000,US,100,US,Data Scientist,Senior,Medium
8699,2023,FT,190000,USD,190000,US,100,US,Data Scientist,Senior,Medium
8700,2023,FT,150000,USD,150000,US,100,US,Data Scientist,Senior,Medium
8701,2023,FT,205218,USD,205218,US,0,US,Analytics Engineer,Senior,Medium
8702,2023,FT,136743,USD,136743,US,0,US,Analytics Engineer,Senior,Medium
8703,2023,FT,185000,USD,185000,US,0,US,Research Analyst,Senior,Large
8704,2023,FT,94600,USD,94600,US,0,US,Research Analyst,Senior,Large
8705,2023,FT,160000,USD,160000,US,0,US,Research Analyst,Senior,Medium
8706,2023,FT,107000,USD,107000,US,0,US,Research Analyst,Senior,Medium
8707,2023,FT,264400,USD,264400,US,100,US,Machine Learning Engineer,Senior,Medium
8708,2023,FT,176300,USD,176300,US,100,US,Machine Learning Engineer,Senior,Medium
8709,2023,FT,160000,USD,160000,US,0,US,Research Analyst,Senior,Medium
8710,2023,FT,107000,USD,107000,US,0,US,Research Analyst,Senior,Medium
8711,2023,FT,275000,USD,275000,US,0,US,Research Scientist,Senior,Medium
8712,2023,FT,175000,USD,175000,US,0,US,Research Scientist,Senior,Medium
8713,2023,FT,76000,USD,76000,US,0,US,ML Engineer,Entry,Large
8714,2023,FT,50000,EUR,53984,PT,100,PT,Insight Analyst,Middle,Medium
8715,2023,FT,40000,EUR,43187,PT,100,PT,Insight Analyst,Middle,Medium
8716,2023,FT,80800,USD,80800,US,0,US,Data Analyst,Entry,Medium
8717,2023,FT,53800,USD,53800,US,0,US,Data Analyst,Entry,Medium
8718,2023,FT,150000,USD,150000,US,0,US,Business Intelligence Analyst,Middle,Medium
8719,2023,FT,125000,USD,125000,US,0,US,Business Intelligence Analyst,Middle,Medium
8720,2023,FT,210000,USD,210000,US,100,US,Data Scientist,Senior,Medium
8721,2023,FT,180000,USD,180000,US,100,US,Data Scientist,Senior,Medium
8722,2023,FT,210000,USD,210000,US,0,US,Data Engineer,Senior,Medium
8723,2023,FT,155000,USD,155000,US,0,US,Data Engineer,Senior,Medium
8724,2023,FT,169500,USD,169500,US,100,US,Data Scientist,Senior,Medium
8725,2023,FT,138000,USD,138000,US,100,US,Data Scientist,Senior,Medium
8726,2023,FT,226700,USD,226700,US,0,US,Data Engineer,Senior,Medium
8727,2023,FT,133300,USD,133300,US,0,US,Data Engineer,Senior,Medium
8728,2023,FT,278700,USD,278700,US,0,US,Research Scientist,Senior,Medium
8729,2023,FT,159300,USD,159300,US,0,US,Research Scientist,Senior,Medium
8730,2023,FT,180000,USD,180000,US,0,US,AI Engineer,Middle,Medium
8731,2023,FT,120000,USD,120000,US,0,US,AI Engineer,Middle,Medium
8732,2023,FT,125000,USD,125000,US,100,US,Business Intelligence Engineer,Senior,Medium
8733,2023,FT,115000,USD,115000,US,100,US,Business Intelligence Engineer,Senior,Medium
8734,2023,FT,297300,USD,297300,US,100,US,Data Scientist,Senior,Medium
8735,2023,FT,198200,USD,198200,US,100,US,Data Scientist,Senior,Medium
8736,2023,FT,204500,USD,204500,US,0,US,Data Scientist,Senior,Medium
8737,2023,FT,138900,USD,138900,US,0,US,Data Scientist,Senior,Medium
8738,2023,FT,110400,USD,110400,US,0,US,Data Manager,Senior,Medium
8739,2023,FT,68000,USD,68000,US,0,US,Data Manager,Senior,Medium
8740,2023,FT,260600,USD,260600,US,0,US,Data Scientist,Middle,Medium
8741,2023,FT,170500,USD,170500,US,0,US,Data Scientist,Middle,Medium
8742,2023,FT,63750,USD,63750,US,100,US,Data Integration Specialist,Entry,Medium
8743,2023,FT,46400,USD,46400,US,100,US,Data Integration Specialist,Entry,Medium
8744,2023,FT,214872,USD,214872,US,100,US,Data Scientist,Senior,Medium
8745,2023,FT,186846,USD,186846,US,100,US,Data Scientist,Senior,Medium
8746,2023,FT,95000,USD,95000,US,0,US,Data Analyst,Middle,Medium
8747,2023,FT,70600,USD,70600,US,0,US,Data Analyst,Middle,Medium
8748,2023,FT,149500,USD,149500,US,100,US,Data Analyst,Middle,Medium
8749,2023,FT,127075,USD,127075,US,100,US,Data Analyst,Middle,Medium
8750,2023,FT,162000,USD,162000,US,100,US,Data Engineer,Senior,Medium
8751,2023,FT,111000,USD,111000,US,100,US,Data Engineer,Senior,Medium
8752,2023,FT,280000,USD,280000,US,100,US,Machine Learning Scientist,Senior,Medium
8753,2023,FT,182750,USD,182750,US,100,US,Machine Learning Scientist,Senior,Medium
8754,2023,FT,212800,USD,212800,US,0,US,Research Scientist,Senior,Large
8755,2023,FT,124100,USD,124100,US,0,US,Research Scientist,Senior,Large
8756,2023,FT,196000,USD,196000,US,0,US,Research Engineer,Senior,Medium
8757,2023,FT,142600,USD,142600,US,0,US,Research Engineer,Senior,Medium
8758,2023,FT,185000,USD,185000,US,0,US,Business Intelligence Engineer,Senior,Large
8759,2023,FT,79600,USD,79600,US,0,US,Business Intelligence Engineer,Senior,Large
8760,2023,FT,193000,USD,193000,US,100,US,Data Architect,Senior,Medium
8761,2023,FT,110000,USD,110000,US,100,US,Data Architect,Senior,Medium
8762,2023,FT,245000,USD,245000,US,0,US,Data Scientist,Senior,Medium
8763,2023,FT,185000,USD,185000,US,0,US,Data Scientist,Senior,Medium
8764,2023,FT,154000,USD,154000,US,0,US,Data Engineer,Middle,Medium
8765,2023,FT,103000,USD,103000,US,0,US,Data Engineer,Middle,Medium
8766,2023,FT,80000,USD,80000,US,0,US,Data Analyst,Senior,Medium
8767,2023,FT,70000,USD,70000,US,0,US,Data Analyst,Senior,Medium
8768,2023,FT,250000,USD,250000,US,0,US,Data Engineer,Expert,Medium
8769,2023,FT,225000,USD,225000,US,0,US,Data Engineer,Expert,Medium
8770,2023,FT,90000,USD,90000,US,0,US,Data Analyst,Senior,Medium
8771,2023,FT,80000,USD,80000,US,0,US,Data Analyst,Senior,Medium
8772,2023,FT,50000,GBP,61520,GB,0,GB,Data Analyst,Middle,Medium
8773,2023,FT,40000,GBP,49216,GB,0,GB,Data Analyst,Middle,Medium
8774,2023,FT,205000,USD,205000,US,0,US,Data Engineer,Senior,Medium
8775,2023,FT,167500,USD,167500,US,0,US,Data Engineer,Senior,Medium
8776,2023,FT,202600,USD,202600,US,100,US,Data Scientist,Senior,Medium
8777,2023,FT,168800,USD,168800,US,100,US,Data Scientist,Senior,Medium
8778,2023,FT,164000,USD,164000,US,100,US,Data Scientist,Senior,Medium
8779,2023,FT,130000,USD,130000,US,100,US,Data Scientist,Senior,Medium
8780,2023,FT,240000,USD,240000,UA,100,UA,Machine Learning Engineer,Senior,Medium
8781,2023,FT,220000,USD,220000,UA,100,UA,Machine Learning Engineer,Senior,Medium
8782,2023,FT,168000,USD,168000,US,100,US,Data Scientist,Senior,Medium
8783,2023,FT,130000,USD,130000,US,100,US,Data Scientist,Senior,Medium
8784,2023,FT,185900,USD,185900,US,0,US,Data Engineer,Senior,Medium
8785,2023,FT,129300,USD,129300,US,0,US,Data Engineer,Senior,Medium
8786,2023,FT,297300,USD,297300,US,100,US,Machine Learning Engineer,Senior,Medium
8787,2023,FT,198200,USD,198200,US,100,US,Machine Learning Engineer,Senior,Medium
8788,2023,FT,190000,USD,190000,US,100,US,Machine Learning Engineer,Senior,Medium
8789,2023,FT,156000,USD,156000,US,100,US,Machine Learning Engineer,Senior,Medium
8790,2023,FT,205000,USD,205000,US,0,US,Machine Learning Engineer,Senior,Medium
8791,2023,FT,152000,USD,152000,US,0,US,Machine Learning Engineer,Senior,Medium
8792,2023,FT,196500,USD,196500,US,0,US,Data Scientist,Senior,Medium
8793,2023,FT,97300,USD,97300,US,0,US,Data Scientist,Senior,Medium
8794,2023,FT,260000,USD,260000,US,0,US,Machine Learning Engineer,Senior,Medium
8795,2023,FT,192000,USD,192000,US,0,US,Machine Learning Engineer,Senior,Medium
8796,2023,FT,216000,USD,216000,US,100,US,Applied Scientist,Senior,Medium
8797,2023,FT,184000,USD,184000,US,100,US,Applied Scientist,Senior,Medium
8798,2023,FT,192000,USD,192000,US,100,US,Machine Learning Engineer,Senior,Medium
8799,2023,FT,164000,USD,164000,US,100,US,Machine Learning Engineer,Senior,Medium
8800,2023,FT,227700,USD,227700,US,100,US,Machine Learning Engineer,Senior,Medium
8801,2023,FT,154836,USD,154836,US,100,US,Machine Learning Engineer,Senior,Medium
8802,2023,FT,160000,USD,160000,US,100,US,Data Scientist,Senior,Medium
8803,2023,FT,140000,USD,140000,US,100,US,Data Scientist,Senior,Medium
8804,2023,FT,168000,USD,168000,US,100,US,Data Scientist,Senior,Medium
8805,2023,FT,130000,USD,130000,US,100,US,Data Scientist,Senior,Medium
8806,2023,FT,285000,USD,285000,US,0,US,Machine Learning Engineer,Middle,Large
8807,2023,FT,190000,USD,190000,US,0,US,Machine Learning Engineer,Middle,Large
8808,2023,FT,405000,USD,405000,US,0,US,Research Scientist,Middle,Large
8809,2023,FT,270000,USD,270000,US,0,US,Research Scientist,Middle,Large
8810,2023,FT,214300,USD,214300,US,0,US,Data Engineer,Middle,Medium
8811,2023,FT,108500,USD,108500,US,0,US,Data Engineer,Middle,Medium
8812,2023,FT,145000,USD,145000,US,100,US,Data Scientist,Middle,Medium
8813,2023,FT,115000,USD,115000,US,100,US,Data Scientist,Middle,Medium
8814,2023,FT,130000,USD,130000,US,100,US,Data Scientist,Middle,Medium
8815,2023,FT,113000,USD,113000,US,100,US,Data Scientist,Middle,Medium
8816,2023,FT,194500,USD,194500,US,0,US,Data Scientist,Senior,Medium
8817,2023,FT,110250,USD,110250,US,0,US,Data Scientist,Senior,Medium
8818,2023,FT,295000,USD,295000,US,0,US,Data Scientist,Senior,Medium
8819,2023,FT,177300,USD,177300,US,0,US,Data Scientist,Senior,Medium
8820,2023,FT,45000,GBP,55368,GB,100,GB,Data Analyst,Middle,Medium
8821,2023,FT,36000,GBP,44294,GB,100,GB,Data Analyst,Middle,Medium
8822,2023,FT,136000,USD,136000,US,100,US,Data Scientist,Senior,Medium
8823,2023,FT,104000,USD,104000,US,100,US,Data Scientist,Senior,Medium
8824,2023,FT,222200,USD,222200,US,0,US,Applied Scientist,Middle,Large
8825,2023,FT,136000,USD,136000,US,0,US,Applied Scientist,Middle,Large
8826,2023,FT,192000,USD,192000,US,100,US,Applied Scientist,Senior,Medium
8827,2023,FT,164000,USD,164000,US,100,US,Applied Scientist,Senior,Medium
8828,2023,FT,220000,USD,220000,US,0,US,Data Engineer,Entry,Medium
8829,2023,FT,187000,USD,187000,US,0,US,Data Engineer,Entry,Medium
8830,2023,FT,353200,USD,353200,US,0,US,Director of Data Science,Expert,Medium
8831,2023,FT,249300,USD,249300,US,0,US,Director of Data Science,Expert,Medium
8832,2023,FT,85000,USD,85000,US,0,US,Data Analyst,Senior,Medium
8833,2023,FT,79000,USD,79000,US,0,US,Data Analyst,Senior,Medium
8834,2023,FT,214500,USD,214500,US,0,US,Machine Learning Engineer,Senior,Medium
8835,2023,FT,132600,USD,132600,US,0,US,Machine Learning Engineer,Senior,Medium
8836,2023,FT,131000,USD,131000,US,0,US,Data Engineer,Senior,Medium
8837,2023,FT,130000,USD,130000,US,0,US,Data Engineer,Senior,Medium
8838,2023,FT,153600,USD,153600,US,0,US,Data Scientist,Senior,Medium
8839,2023,FT,106800,USD,106800,US,0,US,Data Scientist,Senior,Medium
8840,2023,FT,220000,USD,220000,US,100,US,Applied Scientist,Senior,Medium
8841,2023,FT,163000,USD,163000,US,100,US,Applied Scientist,Senior,Medium
8842,2023,FT,168000,USD,168000,US,100,US,Data Scientist,Senior,Medium
8843,2023,FT,130000,USD,130000,US,100,US,Data Scientist,Senior,Medium
8844,2023,FT,107400,USD,107400,US,0,US,Data Scientist,Senior,Medium
8845,2023,FT,101500,USD,101500,US,0,US,Data Scientist,Senior,Medium
8846,2023,FT,80000,USD,80000,US,0,US,Data Manager,Expert,Medium
8847,2023,FT,70000,USD,70000,US,0,US,Data Manager,Expert,Medium
8848,2023,FT,75000,EUR,80976,FR,50,FR,Data Engineer,Middle,Medium
8849,2023,FT,300000,USD,300000,US,0,US,Research Scientist,Middle,Medium
8850,2023,FT,100000,USD,100000,US,0,US,Research Scientist,Middle,Medium
8851,2023,FT,175000,USD,175000,US,100,US,Data Architect,Senior,Medium
8852,2023,FT,135000,USD,135000,US,100,US,Data Architect,Senior,Medium
8853,2023,FT,164000,USD,164000,US,0,US,Data Scientist,Senior,Medium
8854,2023,FT,130000,USD,130000,US,0,US,Data Scientist,Senior,Medium
8855,2023,FT,300000,USD,300000,US,0,US,Data Scientist,Senior,Medium
8856,2023,FT,211000,USD,211000,US,0,US,Data Scientist,Senior,Medium
8857,2023,FT,276000,USD,276000,US,0,US,Machine Learning Engineer,Senior,Medium
8858,2023,FT,184000,USD,184000,US,0,US,Machine Learning Engineer,Senior,Medium
8859,2023,FT,115000,USD,115000,US,100,US,Data Analyst,Middle,Medium
8860,2023,FT,110000,USD,110000,US,100,US,Data Analyst,Middle,Medium
8861,2023,FT,139810,USD,139810,US,0,US,Data Engineer,Senior,Medium
8862,2023,FT,95325,USD,95325,US,0,US,Data Engineer,Senior,Medium
8863,2023,FT,167000,USD,167000,US,0,US,Data Analyst,Senior,Medium
8864,2023,FT,150000,USD,150000,US,0,US,Data Analyst,Senior,Medium
8865,2023,FT,144000,USD,144000,US,0,US,Data Engineer,Senior,Medium
8866,2023,FT,96000,USD,96000,US,0,US,Data Engineer,Senior,Medium
8867,2023,FT,140000,USD,140000,US,0,US,Data Engineer,Senior,Medium
8868,2023,FT,125000,USD,125000,US,0,US,Data Engineer,Senior,Medium
8869,2023,FT,145000,USD,145000,US,100,US,Analytics Engineer,Senior,Medium
8870,2023,FT,116000,USD,116000,US,100,US,Analytics Engineer,Senior,Medium
8871,2023,FT,161000,USD,161000,US,0,US,Data Scientist,Senior,Medium
8872,2023,FT,116300,USD,116300,US,0,US,Data Scientist,Senior,Medium
8873,2023,FT,140000,USD,140000,US,0,US,Data Analyst,Senior,Medium
8874,2023,FT,125000,USD,125000,US,0,US,Data Analyst,Senior,Medium
8875,2023,FT,175564,USD,175564,US,100,US,Data Architect,Senior,Medium
8876,2023,FT,144854,USD,144854,US,100,US,Data Architect,Senior,Medium
8877,2023,FT,225000,USD,225000,US,0,US,Machine Learning Engineer,Senior,Medium
8878,2023,FT,166000,USD,166000,US,0,US,Machine Learning Engineer,Senior,Medium
8879,2023,FT,190000,USD,190000,US,0,US,Analytics Engineer,Senior,Medium
8880,2023,FT,150000,USD,150000,US,0,US,Analytics Engineer,Senior,Medium
8881,2023,FT,225000,USD,225000,US,0,US,Machine Learning Engineer,Senior,Medium
8882,2023,FT,166000,USD,166000,US,0,US,Machine Learning Engineer,Senior,Medium
8883,2023,FT,151300,USD,151300,US,100,US,Data Scientist,Senior,Medium
8884,2023,FT,126100,USD,126100,US,100,US,Data Scientist,Senior,Medium
8885,2023,FT,190000,USD,190000,US,0,US,Research Engineer,Senior,Medium
8886,2023,FT,152000,USD,152000,US,0,US,Research Engineer,Senior,Medium
8887,2023,FT,202600,USD,202600,US,100,US,Data Scientist,Senior,Medium
8888,2023,FT,168800,USD,168800,US,100,US,Data Scientist,Senior,Medium
8889,2023,FT,190000,USD,190000,US,0,US,Machine Learning Engineer,Senior,Medium
8890,2023,FT,150000,USD,150000,US,0,US,Machine Learning Engineer,Senior,Medium
8891,2023,FT,180000,USD,180000,US,100,US,Data Analyst,Expert,Medium
8892,2023,FT,125000,USD,125000,US,100,US,Data Analyst,Expert,Medium
8893,2023,FT,113000,USD,113000,US,0,US,Business Intelligence Analyst,Senior,Medium
8894,2023,FT,90400,USD,90400,US,0,US,Business Intelligence Analyst,Senior,Medium
8895,2023,FT,204300,USD,204300,US,0,US,Business Intelligence Engineer,Senior,Medium
8896,2023,FT,139000,USD,139000,US,0,US,Business Intelligence Engineer,Senior,Medium
8897,2023,FT,282000,USD,282000,US,0,US,Data Engineer,Senior,Medium
8898,2023,FT,208000,USD,208000,US,0,US,Data Engineer,Senior,Medium
8899,2023,FT,185000,USD,185000,US,0,US,Data Engineer,Senior,Medium
8900,2023,FT,124000,USD,124000,US,0,US,Data Engineer,Senior,Medium
8901,2023,FT,240000,USD,240000,US,0,US,Research Scientist,Senior,Medium
8902,2023,FT,157000,USD,157000,US,0,US,Research Scientist,Senior,Medium
8903,2023,FT,212800,USD,212800,US,0,US,Machine Learning Engineer,Senior,Large
8904,2023,FT,111600,USD,111600,US,0,US,Machine Learning Engineer,Senior,Large
8905,2023,FT,183000,USD,183000,US,0,US,Data Architect,Senior,Medium
8906,2023,FT,147000,USD,147000,US,0,US,Data Architect,Senior,Medium
8907,2023,FT,169000,USD,169000,US,0,US,Data Engineer,Senior,Medium
8908,2023,FT,91000,USD,91000,US,0,US,Data Engineer,Senior,Medium
8909,2023,FT,210000,USD,210000,US,0,US,Data Architect,Senior,Medium
8910,2023,FT,160000,USD,160000,US,0,US,Data Architect,Senior,Medium
8911,2023,FT,70900,USD,70900,US,0,US,Data Analyst,Middle,Medium
8912,2023,FT,49000,USD,49000,US,0,US,Data Analyst,Middle,Medium
8913,2023,FT,193000,USD,193000,US,0,US,Data Architect,Senior,Medium
8914,2023,FT,128000,USD,128000,US,0,US,Data Architect,Senior,Medium
8915,2023,FT,168000,USD,168000,US,0,US,Data Scientist,Senior,Medium
8916,2023,FT,130000,USD,130000,US,0,US,Data Scientist,Senior,Medium
8917,2023,FT,154000,USD,154000,US,0,US,Data Engineer,Middle,Medium
8918,2023,FT,103000,USD,103000,US,0,US,Data Engineer,Middle,Medium
8919,2023,FT,93918,USD,93918,US,0,US,Data Analyst,Senior,Medium
8920,2023,FT,51962,USD,51962,US,0,US,Data Analyst,Senior,Medium
8921,2023,FT,180000,USD,180000,US,0,US,Data Scientist,Senior,Medium
8922,2023,FT,160000,USD,160000,US,0,US,Data Scientist,Senior,Medium
8923,2023,FT,140000,USD,140000,US,0,US,Data Scientist,Senior,Medium
8924,2023,FT,140000,USD,140000,US,0,US,Data Scientist,Senior,Medium
8925,2023,FT,275000,USD,275000,CA,0,CA,Data Engineer,Middle,Medium
8926,2023,FT,243000,USD,243000,CA,0,CA,Data Engineer,Middle,Medium
8927,2023,FT,215000,USD,215000,US,0,US,Data Scientist,Senior,Medium
8928,2023,FT,160000,USD,160000,US,0,US,Data Scientist,Senior,Medium
8929,2023,FT,174500,USD,174500,US,0,US,Data Engineer,Expert,Medium
8930,2023,FT,113000,USD,113000,US,0,US,Data Engineer,Expert,Medium
8931,2023,FT,125000,USD,125000,US,100,US,Data Analyst,Senior,Medium
8932,2023,FT,80000,USD,80000,US,100,US,Data Analyst,Senior,Medium
8933,2023,FT,145000,USD,145000,US,100,US,Data Engineer,Senior,Medium
8934,2023,FT,115000,USD,115000,US,100,US,Data Engineer,Senior,Medium
8935,2023,FT,260000,USD,260000,US,0,US,Machine Learning Engineer,Senior,Medium
8936,2023,FT,160000,USD,160000,US,0,US,Machine Learning Engineer,Senior,Medium
8937,2023,FT,202000,USD,202000,US,100,US,Data Scientist,Senior,Medium
8938,2023,FT,140000,USD,140000,US,100,US,Data Scientist,Senior,Medium
8939,2023,FT,130000,CAD,96313,CA,100,CA,Data Scientist,Middle,Small
8940,2023,FT,250000,USD,250000,US,0,US,Machine Learning Engineer,Senior,Medium
8941,2023,FT,140000,USD,140000,US,0,US,Machine Learning Engineer,Senior,Medium
8942,2023,FT,45000,EUR,48585,PT,100,PT,Data Analyst,Middle,Medium
8943,2023,FT,40000,EUR,43187,PT,100,PT,Data Analyst,Middle,Medium
8944,2023,FT,204000,USD,204000,US,100,US,Data Scientist,Senior,Medium
8945,2023,FT,127500,USD,127500,US,100,US,Data Scientist,Senior,Medium
8946,2023,FT,145500,USD,145500,US,0,US,Data Analyst,Senior,Medium
8947,2023,FT,108000,USD,108000,US,0,US,Data Analyst,Senior,Medium
8948,2023,FT,206000,USD,206000,US,100,US,Data Engineer,Senior,Medium
8949,2023,FT,175100,USD,175100,US,100,US,Data Engineer,Senior,Medium
8950,2023,FT,122500,USD,122500,US,100,US,Data Analyst,Senior,Medium
8951,2023,FT,82500,USD,82500,US,100,US,Data Analyst,Senior,Medium
8952,2023,FT,110400,USD,110400,US,0,US,Data Manager,Senior,Medium
8953,2023,FT,68000,USD,68000,US,0,US,Data Manager,Senior,Medium
8954,2023,FT,190000,USD,190000,US,100,US,Data Scientist,Senior,Medium
8955,2023,FT,160000,USD,160000,US,100,US,Data Scientist,Senior,Medium
8956,2023,FT,95000,USD,95000,US,0,US,Data Analyst,Senior,Medium
8957,2023,FT,75000,USD,75000,US,0,US,Data Analyst,Senior,Medium
8958,2023,FT,136000,USD,136000,US,100,US,Data Scientist,Senior,Medium
8959,2023,FT,104000,USD,104000,US,100,US,Data Scientist,Senior,Medium
8960,2023,FT,130000,USD,130000,US,0,US,Data Analyst,Middle,Medium
8961,2023,FT,105000,USD,105000,US,0,US,Data Analyst,Middle,Medium
8962,2023,FT,154000,USD,154000,US,0,US,Data Engineer,Middle,Medium
8963,2023,FT,103000,USD,103000,US,0,US,Data Engineer,Middle,Medium
8964,2023,FT,217000,USD,217000,US,0,US,Director of Data Science,Middle,Medium
8965,2023,FT,192000,USD,192000,US,0,US,Director of Data Science,Middle,Medium
8966,2023,FT,170000,USD,170000,US,0,US,Data Engineer,Senior,Medium
8967,2023,FT,100000,USD,100000,US,0,US,Data Engineer,Senior,Medium
8968,2023,FT,90000,USD,90000,US,0,US,Data Specialist,Senior,Medium
8969,2023,FT,60000,USD,60000,US,0,US,Data Specialist,Senior,Medium
8970,2023,FT,350000,USD,350000,US,0,US,AI Engineer,Senior,Medium
8971,2023,FT,168000,USD,168000,US,0,US,AI Engineer,Senior,Medium
8972,2023,FT,234900,USD,234900,US,0,US,Data Scientist,Senior,Medium
8973,2023,FT,113500,USD,113500,US,0,US,Data Scientist,Senior,Medium
8974,2023,FT,385000,USD,385000,US,0,US,Data Engineer,Senior,Medium
8975,2023,FT,245000,USD,245000,US,0,US,Data Engineer,Senior,Medium
8976,2023,FT,255000,USD,255000,US,0,US,Data Engineer,Senior,Medium
8977,2023,FT,255000,USD,255000,US,0,US,Data Engineer,Senior,Medium
8978,2023,FT,170200,USD,170200,US,0,US,Data Visualization Engineer,Senior,Medium
8979,2023,FT,83900,USD,83900,US,0,US,Data Visualization Engineer,Senior,Medium
8980,2023,FT,170200,USD,170200,US,0,US,Data Scientist,Senior,Medium
8981,2023,FT,83900,USD,83900,US,0,US,Data Scientist,Senior,Medium
8982,2023,FT,202500,USD,202500,US,0,US,Data Engineer,Senior,Medium
8983,2023,FT,177500,USD,177500,US,0,US,Data Engineer,Senior,Medium
8984,2023,FT,308000,USD,308000,US,0,US,Data Scientist,Senior,Medium
8985,2023,FT,144000,USD,144000,US,0,US,Data Scientist,Senior,Medium
8986,2023,FT,130000,USD,130000,US,100,US,Data Engineer,Senior,Medium
8987,2023,FT,101570,USD,101570,US,100,US,Data Engineer,Senior,Medium
8988,2023,FT,300000,USD,300000,US,0,US,Data Engineer,Senior,Medium
8989,2023,FT,150000,USD,150000,US,0,US,Data Engineer,Senior,Medium
8990,2023,FT,222200,USD,222200,US,0,US,Applied Scientist,Senior,Large
8991,2023,FT,136000,USD,136000,US,0,US,Applied Scientist,Senior,Large
8992,2023,FT,145000,USD,145000,US,0,US,Data Manager,Senior,Medium
8993,2023,FT,130000,USD,130000,US,0,US,Data Manager,Senior,Medium
8994,2023,FT,155000,USD,155000,US,100,US,Data Modeler,Senior,Large
8995,2023,FT,130000,USD,130000,US,100,US,Data Modeler,Senior,Large
8996,2023,FT,240000,USD,240000,US,100,US,Data Scientist,Senior,Medium
8997,2023,FT,180000,USD,180000,US,100,US,Data Scientist,Senior,Medium
8998,2023,FT,170200,USD,170200,US,0,US,AI Engineer,Senior,Medium
8999,2023,FT,83900,USD,83900,US,0,US,AI Engineer,Senior,Medium
9000,2023,FT,210000,USD,210000,US,0,US,Data Scientist,Senior,Medium
9001,2023,FT,165000,USD,165000,US,0,US,Data Scientist,Senior,Medium
9002,2023,FT,300000,USD,300000,US,0,US,Research Scientist,Senior,Medium
9003,2023,FT,150000,USD,150000,US,0,US,Research Scientist,Senior,Medium
9004,2023,FT,300000,USD,300000,US,0,US,ML Engineer,Senior,Medium
9005,2023,FT,150000,USD,150000,US,0,US,ML Engineer,Senior,Medium
9006,2023,FT,212800,USD,212800,US,0,US,Data Scientist,Senior,Large
9007,2023,FT,111600,USD,111600,US,0,US,Data Scientist,Senior,Large
9008,2023,FT,213600,USD,213600,US,0,US,Data Engineer,Senior,Medium
9009,2023,FT,103200,USD,103200,US,0,US,Data Engineer,Senior,Medium
9010,2023,FT,230000,USD,230000,CA,100,CA,Data Scientist,Senior,Medium
9011,2023,FT,153000,USD,153000,CA,100,CA,Data Scientist,Senior,Medium
9012,2023,FT,308000,USD,308000,US,0,US,Research Engineer,Senior,Medium
9013,2023,FT,190400,USD,190400,US,0,US,Research Engineer,Senior,Medium
9014,2023,FT,204000,USD,204000,US,100,US,Data Scientist,Senior,Medium
9015,2023,FT,127500,USD,127500,US,100,US,Data Scientist,Senior,Medium
9016,2023,FT,250000,USD,250000,US,0,US,Data Scientist,Middle,Medium
9017,2023,FT,125000,USD,125000,US,0,US,Data Scientist,Middle,Medium
9018,2023,FT,385000,USD,385000,US,0,US,Research Engineer,Senior,Medium
9019,2023,FT,310000,USD,310000,US,0,US,Research Engineer,Senior,Medium
9020,2023,FT,120000,USD,120000,US,100,US,Data Analyst,Senior,Medium
9021,2023,FT,88000,USD,88000,US,100,US,Data Analyst,Senior,Medium
9022,2023,FT,158000,USD,158000,US,100,US,Machine Learning Engineer,Senior,Medium
9023,2023,FT,108000,USD,108000,US,100,US,Machine Learning Engineer,Senior,Medium
9024,2023,FT,385000,USD,385000,US,0,US,Data Engineer,Senior,Medium
9025,2023,FT,310000,USD,310000,US,0,US,Data Engineer,Senior,Medium
9026,2023,FT,247300,USD,247300,US,0,US,Data Engineer,Senior,Medium
9027,2023,FT,139700,USD,139700,US,0,US,Data Engineer,Senior,Medium
9028,2023,FT,240000,USD,240000,US,100,US,Data Scientist,Senior,Medium
9029,2023,FT,180000,USD,180000,US,100,US,Data Scientist,Senior,Medium
9030,2023,FT,130000,USD,130000,US,100,US,Data Engineer,Senior,Medium
9031,2023,FT,101570,USD,101570,US,100,US,Data Engineer,Senior,Medium
9032,2023,FT,210000,USD,210000,US,0,US,Data Scientist,Senior,Medium
9033,2023,FT,165000,USD,165000,US,0,US,Data Scientist,Senior,Medium
9034,2023,FT,170200,USD,170200,US,0,US,AI Engineer,Senior,Medium
9035,2023,FT,83900,USD,83900,US,0,US,AI Engineer,Senior,Medium
9036,2023,FT,222200,USD,222200,US,0,US,Applied Scientist,Senior,Large
9037,2023,FT,136000,USD,136000,US,0,US,Applied Scientist,Senior,Large
9038,2023,FT,169000,USD,169000,US,0,US,Data Engineer,Middle,Medium
9039,2023,FT,91000,USD,91000,US,0,US,Data Engineer,Middle,Medium
9040,2023,FT,135000,USD,135000,US,0,US,Data Scientist,Entry,Medium
9041,2023,FT,110000,USD,110000,US,0,US,Data Scientist,Entry,Medium
9042,2023,FT,105000,GBP,129192,GB,0,GB,Data Engineer,Senior,Medium
